search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id,strict_urban_renewal_match,broad_related_match,explicit_urban_renewal_source,matched_strict_keywords,matched_broad_keywords,detected_relevance_reason,preferred_format,candidate_decision,candidate_decision_reason
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - CSV-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/4631cb6b-4af8-46a5-abe6-61acf2ee218f/download/buildings-preservation-.itm.csv,CSV,4631cb6b-4af8-46a5-abe6-61acf2ee218f,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - KML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/becc8323-a06b-4bc0-97a6-72561fb60bbe/download/buildings-preservation-.itm.kml,KML,becc8323-a06b-4bc0-97a6-72561fb60bbe,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - SHP,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/68a8e183-15d1-419e-9a34-2025a4006220/download/buildings-preservation-.zip,ZIP,68a8e183-15d1-419e-9a34-2025a4006220,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - XML,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/903c8397-ebd9-49a2-ad5f-3cdb5b8dab0e/download/buildings-preservation-.xml,XML,903c8397-ebd9-49a2-ad5f-3cdb5b8dab0e,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,שימור אלמנטים - GeoXML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/c387a3e1-d490-4c91-baea-fe810a243f0f/download/buildings-preservation-.itm.xml,XML,c387a3e1-d490-4c91-baea-fe810a243f0f,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - GeoJSON,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/82653842-6d7a-41db-800d-8437f5b5b7ab/download/buildings-preservation-.geojson,GeoJSON,82653842-6d7a-41db-800d-8437f5b5b7ab,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - CSV,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/35baa827-5ede-4854-b3ce-2301aaf874d8/download/buildings-preservation-.csv,CSV,35baa827-5ede-4854-b3ce-2301aaf874d8,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - GeoXML,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/de33707f-7659-4b81-be1f-27b1ef7234fd/download/buildings-preservation-.xml,XML,de33707f-7659-4b81-be1f-27b1ef7234fd,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - KML,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/b3d9e806-c25a-4fac-ac22-3e9f9d9cdf95/download/buildings-preservation-.kml,KML,b3d9e806-c25a-4fac-ac22-3e9f9d9cdf95,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - GeoJSON-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/7426416c-4b77-417d-8dae-5184dc687636/download/buildings-preservation-.itm.geojson,GeoJSON,7426416c-4b77-417d-8dae-5184dc687636,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - CSV,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/c58ae440-c19d-471e-92a7-fcef7bf8974e/download/buildings-preservation-.csv,CSV,c58ae440-c19d-471e-92a7-fcef7bf8974e,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - GeoXML,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/7a69375d-733a-4159-a51e-652479ea196b/download/buildings-preservation-.xml,XML,7a69375d-733a-4159-a51e-652479ea196b,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - KML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/78aef212-dfee-48bb-a67c-a3c66331dd2f/download/buildings-preservation-.itm.kml,KML,78aef212-dfee-48bb-a67c-a3c66331dd2f,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - CSV-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/5f8faed0-de19-408f-8020-cec3c6efdbf7/download/buildings-preservation-.itm.csv,CSV,5f8faed0-de19-408f-8020-cec3c6efdbf7,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - SHP,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/b6594ef4-da7c-4df4-8a12-5862d0f03ca1/download/buildings-preservation-.zip,ZIP,b6594ef4-da7c-4df4-8a12-5862d0f03ca1,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,מבנים לשימור מתחמים - GeoXML-ITM,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/fa54b388-1e05-42bb-874c-1f0be7e071a8/download/buildings-preservation-.itm.xml,XML,fa54b388-1e05-42bb-874c-1f0be7e071a8,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנון,מבנים לשימור,buildings-preservation-br7,עיריית באר שבע,"מיקומי המבנים לשימור הנמצאים ברחבי העיר - כפי שהוגדרו בתכנית המתאר העירונית ובוועדת השימור העירונית, שכבות שימור המבנים, הגדרות ומתחמים.

על מנת לקבל תמונה מלאה, מומלץ להוריד את השכבות ולצפות בהן יחד.",2022-10-27T08:01:00.664050,2026-05-10T01:13:09.233727,גדרות לשימור - GeoJSON,https://data.gov.il/dataset/0e8a1152-1cf2-4a9d-9fe8-2bfd7f60d970/resource/ec1661bd-e4c9-4903-9d10-1ec80c295c54/download/buildings-preservation-.geojson,GeoJSON,ec1661bd-e4c9-4903-9d10-1ec80c295c54,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
